id,description
271," Cozy Remodeled Bungalow w/ updated kitchen & bath, hardwood floors, newer windows, newer furnace & electric solar system (very low PG&E bills!) Detached artist's studio or shop w/ skylights and radiant heat"
272," Hidden gem.On a peaceful street, nestled against open space is this private, one-level home-- with garage below-- on .38 acre. This welcoming residence offers a wide-open living room with dramatic, vaulted ceilings, clerestory windows, gorgeous blond floors, and brick fireplace. Four skylights let in the sun while double pane windows and solar panels save big, energy dollars"
273," Restricted to University of California Santa Cruz faculty & staff. Sixty year recorded ground lease, & recorded Conditions, Covenants and Restrictions. This new development of 45 homes is situated on University of California property and is bordered by the UCSC Arboretum, the UCSC Farm, & a permanent green belt. The site has sweeping views of Monterey Bay. Input for MLS statistical purposes only"
274," Restricted to University of California Santa Cruz faculty & staff. Sixty year recorded ground lease, & recorded Conditions, Covenants and Restrictions. This new development of 45 homes is situated on University of California property and is bordered by the UCSC Arboretum, the UCSC Farm, & a permanent green belt. The site has sweeping views of Monterey Bay. Input for MLS statistical purposes only"
275," Restricted to University of California Santa Cruz faculty & staff. Sixty year recorded ground lease, & recorded Conditions, Covenants and Restrictions. This new development of 45 homes is situated on University of California property and is bordered by the UCSC Arboretum, the UCSC Farm, & a permanent green belt. The site has sweeping views of Monterey Bay. Input for MLS statistical purposes only"
276," Incredible privacy with white water ocean views and a view of Mt. Tamalpais. A short walk to the beach and restaurants yet above the bustle of holiday weekends with plenty of off street parking, 3 spaces covered. A private garden with Orange, Meyer Lemon, Key Lime, Apple, Pear, Chardonnay grapes and Blueberry bushes. A great room with a high open beam ceilings, all around windows and a queen size day bed to sleep a total of seven"
277," NEW CONSTRUCTION! 4BR/3BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
278," Must See! Pride of ownership, best location in a quiet Cal-De-Sac. Walk to Mission schls, Fluent Floorplan. Upgrade bath. Central A/C Newer Furnace. Solar Powered water heating sys. Private mature landscaping w/huge deck"
279," NEW CONSTRUCTION! 3 BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES.47 GREEN BUILT HOMES W/ALL ENERGY EFFICIENT SYSTEMS INCLUDING SOLAR PANELS, TANKLESS WATER HEATER AND MORE!"
280, 39 + Acres beautiful acres in the Willow Springs Community. 3 bedroom 2 baths in the main home. 1/2 bath in the 5000 + sq. foot barn. Solar panels are present but are not working. Property does have PG&E power. Please note: home was built in 1997 and is 12 years old
281, **DISC PKTS IN L/0** OFFERS TO BE DROPPED OFF AT L/O BY 5:30 FRI 1/14**** PLSE CALL L/O TO CONFIRM IF DISC PKTS AVAILABLE 558.6800 !!!!!!!! *** OFFERS TO L/O BY 5:30PM FRI 1/14 ****** PRDS CONTRACT PLEAS
282," SPECTACULAR 3 YEAR OLD HOME IN HAMILTON PARK SUBDIVISION. GREEN HOME BUILT BY CLARUM HOMES. FEATURES INCLUDE ALL ENERGY EFFICIENT SYSTEMS, SOLAR PANELS, TANKLESS WATER HEATER, GRANITE COUNTERS, FENCED PRIVATE YARD, 2 CAR ATTACHED GARAGE, LAUNDRY ROOM & MORE! PROPERTY SOLD THROUGH THE CITY OF MENLO PARK'S BELOW MARKET RATE HOUSING PROGRAM. SALE PRICE IS RESTRICTED THRU PROGRAM GUIDELINES"
283," Huge home for large family!!! 3 bedrooms 2 baths upstairs, 2 bedrooms 2 baths downstairs. Park like yard, with a nice garden. Great views! Spacious rooms. This home is ideal for large family"
284," Excellent Ocean Views 1 block to Miramar Beach/Coastal trailhead. Near Harbor/Shopping. Energy efficient SOLAR heated home with low maintainence composite deck. Cathedral ceilings in entire upper floor, hardwood floors. Upstairs remodeled baths w/jetted tubs. Ground floor has bedroom and fullbath for great au-pair or office. Lowest priced Miramar home. Lowest priced View home. Motivated Seller"
285," Great Family Home on Private Cul-de-Sac Location! The living space, master bedroom and second bedroom first level, located on lower level is the family room, hobby room, den, two bedrooms and one bath. Features hardwood floors and wall to wall carpet, large 8500sf lot. The downstairs has potential as great inlaw living with with private entrance. Laundry area on both levels"
286," Includes combined access parcel AP# 079182050, 3120 Sqft additional land area A unique William Hemple designed contemporary mid-century home in the Usonian style of Frank Lloyd Wright featuring hardwoord floors with clear native wood"
287, PRIME LOCATION! . . . BEAUTIFUL BACKYARD & GARDEN. . . LARGE FAMILY ROOM & KITCHEN. LOOKS GREAT! . . . SPARKLES!! OFFERS IF ANY TO BE RECIEVED ON TUES SEPT 27. . . PICK UP DISCL B4 SUBMITTING
288," GORGEOUS CRAFTSMAN STYLE HOUSE IN LOWER SEABRIGHT AREA.GREAT SUMMER RENTAL HISTORY,POOL WITH SOLAR HEATER,4&3 SLEEPS 12+PEOPLE.CLOSE TO CROW'S NEST&HARBOR.BIG 2 CAR GARAGE,SIDEWALKS,NICE DECK IN FRONT TO ENJOY THE VIEWS OF THE WATER"
289," PEACEFUL& SERENE! MINUTES 2 APTOS/WAT & BEACH! NEW ROOF,CARPET, REDWOOD DECKS, &INT/EXT PAINT.HORSE FACILITIES INCLUDE 2 STALL BARN /W RM FOR TACK & FEED, LG FENCED PASTURE-LRG BONUS/REC RM INCLUDED IN SQ. FTG. SLR EXTREMELY MOTIVATED"
290, Sophisticated single-level home on one acre. Quiet & park-like setting with pool and tennis court and a large private guest house. Near Holbert Palmer Park. Move in condition
291," Lovely rancher in a great neighborhood, sparkling pool for relaxation and fun for the family. 3 Bedroom and two bathroom, formal living and dinning room, fam rm w/fireplace and spacious gourment kit w/brkfst nook. Easy to show, cal"
292," NEW CONSTRUCTION! 3BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
293," NEW CONSTRUCTION! 3BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HEATER & MORE! PROPERTY SOLD THRU THE CITY O"
294," NEW CONSTRUCTION! 3BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS, SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
295," NEW CONSTRUCTION! 3BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS, SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
296," NEW CONSTRUCTION! 4BR/3BA HOME IN HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS, SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
297," NEW CONSTRUCTION! 3BR/2.5 BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
298," Tucked back from the street, this well cared for home features a recently remodeled bathroom & office space, large bedrooms, hardwood floors,& a dining nook. The yard is landscaped in front and back and includes mature fruit tree"
299," NEW CONSTRUCTION! 4BR/3BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
300," NEW CONSTRUCTION! 3BR/2.5 BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
301," NEW CONSTRUCTION! 4BR/3BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
302," NEW CONSTRUCTION! 3BR/2.5 BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
303," NEW CONSTRUCTION! 3BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR, & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
304," NEW CONSTRUCTION! 3BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
305," NEW CONSTRUCTION! 3BR/2.5 BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS. SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
306," NEW CONSTRUCTION! 3BR/2.5BA HOME IN NEW HAMILTON PARK SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS, SOLAR PANELS, TANKLESS WATER HTR & MORE! PROPERTY SOLD THRU THE CITY OF MENL"
307," Tasteful, luxurious, immaculate, comfortable and liveable.EZ to clean interior gorgeous exterior.Solar energy=tiny utility bills.Quiet and friendly area. Vacant& in move in cond. Bring your buyer"
308," Come and see this beautiful home in the Heart of the Bay!!!!Seller's MotivatedMake offer!!! Price Reduction!!! Air,pergo,granite,dble-pane windows, bonus room!"
309," BEAUTIFUL 4BED, 3BATH SINGLE FAMILY HOME.SEPARATE DINING,BREAKFAST NOOK,SOLAR SYSTEM & 2 CAR GARAGE.LOCKBOX AVAILABLE 9 TO 4.AFTER 4PM CALL LISTING OFFICE @ 650-341-0150. ALLIANCE TITLE / NO. 1131818"
310," Approach to this gorgeous home by a long driveway lined w/ beautiful landscaping off a quiet cul-de-sac. Home remodeled w/ HW floors, granite counters, & cherry cabinetry, formal entry, recessed lighting, built-in stereo system, vaulted ceilings, double paned windows, central a/c & wood burning FP. Freshly painted inside & out. Lush landscape. Solarium provides energy to heat house & water heate"
311," Exquisitely designed & well-appointed Prairie-Craftsman inspired masterpiece w/breathtaking lake & city views located in exclusive Kalithea. Built by Certified Green Building Pro, luxurious estate is energy efficient & environmentally sound. Extensive upgrades inc. Elevator, Wine cellar, 9 fireplaces, serene water features, lavish use of stone, granite, travertine, marble. Visit virtual media for highlighted features. Indoor/outdoor living & entertaining at its best! All offers considered"
